target,name,base,value,delta,lo,hi,rounds,confidence,significant
v3.0.0,fasthttp_only,9e-08,1.3625e-07,51.69232011277005,42.419116092197065,58.53794022886343,10,0.9785,True
v3.0.0,static,2.0860000000000003e-07,3.0744999999999996e-07,46.37470936166941,41.50390625,72.65283842794761,10,0.9785,True
v3.0.0,parameter,2.4355000000000003e-07,3.544e-07,47.914484708839545,37.089013632718505,67.94425087108011,10,0.9785,True
v3.0.0,wildcard,2.605e-07,3.832e-07,48.60844529750479,33.054253181513715,60.431356283699714,10,0.9785,True
v3.0.0,query_lookup,2.6225e-07,3.651e-07,44.904345229892996,33.15384615384615,56.57266811279826,10,0.9785,True
v3.0.0,header_lookup,2.6535000000000003e-07,4.0125e-07,51.356023136777516,46.272493573264775,62.983870967741936,10,0.9785,True
v3.0.0,locals,2.4605e-07,3.8704999999999996e-07,57.6432201575932,44.10011918951133,72.69471799462848,10,0.9785,True
v3.0.0,query_bind,1.3825e-06,1.658e-06,19.963222851953244,18.11797752808988,21.617752326413743,10,0.9785,True
v3.0.0,middleware_chain,2.3035e-07,3.263e-07,41.41218892413774,34.869565217391305,68.03813346713494,10,0.9785,True
v3.0.0,cors_simple,4.235e-07,6.03e-07,43.35246077378074,33.93339333933396,49.72691161866931,10,0.9785,True
v3.0.0,cors_preflight,9.3005e-07,1.2045e-06,27.147237719176374,24.69211822660098,30.49614591249592,10,0.9785,True
v3.0.0,recover_no_panic,2.284e-07,3.2864999999999997e-07,44.54748512896196,30.209617755856954,60.35024696901663,10,0.9785,True
v3.0.0,not_found_default,6.2035e-07,5.280999999999999e-07,-15.12692711234772,-17.440561672251487,-11.85609157808667,10,0.9785,True
v3.0.0,not_found_custom,4.5795000000000005e-07,3.698e-07,-18.70832963405762,-24.567030147530467,-13.874972772816385,10,0.9785,True
v3.0.0,json_response,6.438e-07,7.1805e-07,11.678632941091394,8.719630347294682,18.77424359968969,10,0.9785,True
v3.0.0,json_bind,7.899500000000001e-07,9.8255e-07,23.62196079822292,18.150851581508533,26.085845682166585,10,0.9785,True
v3.0.0,json_response_1024,1.1675e-06,1.2255e-06,5.259518398027252,2.901023890784993,8.319467554076532,10,0.9785,True
v3.0.0,json_bind_1024,1.6695e-06,1.83e-06,9.55816806126335,6.301531213191991,11.699000587889486,10,0.9785,True
v3.0.0,json_response_16384,7.965e-06,7.8625e-06,-2.3917725969314407,-4.787945072305266,0.5950935146951775,10,0.9785,False
v3.0.0,json_bind_16384,1.1977e-05,1.2077e-05,0.00719514885276773,-3.2081315016278866,4.155077960387699,10,0.9785,False
v3.0.0,static_routes_100,5.387e-07,6.576500000000001e-07,22.38099536757008,17.126969416126038,32.08895949166004,10,0.9785,True
v3.0.0,static_routes_1000,3.3635e-06,3.576e-06,5.3915808590100145,-1.9148400100781005,8.141646489104115,10,0.9785,False
v3,fasthttp_only,9e-08,1.171e-07,30.046994150035,17.09810021108766,37.73693279724297,10,0.9785,True
v3,static,2.0860000000000003e-07,2.59e-07,29.284364368254323,15.866290018832396,39.68340611353713,10,0.9785,True
v3,parameter,2.4355000000000003e-07,2.9e-07,20.059848484848473,12.336936265374575,26.77021470991321,10,0.9785,True
