target,name,base,value,delta,lo,hi,rounds,confidence,significant
v3.0.0,fasthttp_floor,9.047999999999999e-08,1.35e-07,49.97521471934561,43.816631130063975,55.3460467109492,10,0.9785,True
v3.0.0,static,1.8205000000000002e-07,3.0245000000000006e-07,64.14971202205244,56.7699836867863,74.14887478361223,10,0.9785,True
v3.0.0,parameter,2.0740000000000002e-07,3.4995e-07,69.86220223481973,60.009289363678576,74.08163265306122,10,0.9785,True
v3.0.0,wildcard,2.3030000000000002e-07,3.7885000000000003e-07,61.5924762066014,53.812375249501,67.30518067043971,10,0.9785,True
v3.0.0,query_lookup,2.415e-07,3.736e-07,55.83886054525264,51.622176591375755,63.21490467937607,10,0.9785,True
v3.0.0,header_lookup,2.5435e-07,4.0415e-07,58.92782132062906,57.81433607520563,62.42211838006231,10,0.9785,True
v3.0.0,locals,2.129e-07,3.822e-07,82.18031281745581,75.08090614886731,89.55150320354855,10,0.9785,True
v3.0.0,query_bind,1.3625e-06,1.646e-06,21.308741368246544,18.64650827933765,28.592268417213717,10,0.9785,True
v3.0.0,middleware_chain,1.9605e-07,3.1485000000000004e-07,59.31285092092145,50.92918131592165,85.20578420467186,10,0.9785,True
v3.0.0,cors_simple,4.1065e-07,6.212000000000001e-07,47.376368749031904,45.05469462169553,54.1156295933366,10,0.9785,True
v3.0.0,cors_preflight,9.025e-07,1.2025e-06,31.770948740921433,29.233700254022033,37.21437593294294,10,0.9785,True
v3.0.0,recover_no_panic,1.9960000000000001e-07,3.1104999999999997e-07,55.70488527170312,51.31513647642678,61.50259067357513,10,0.9785,True
v3.0.0,not_found_default,6.213499999999999e-07,5.151500000000001e-07,-16.748113101623485,-18.03252551020409,-15.063184498736303,10,0.9785,True
v3.0.0,not_found_custom,4.288e-07,3.6239999999999996e-07,-15.163977828355723,-18.450184501845012,-11.508220157255188,10,0.9785,True
v3.0.0,json_response,6.326500000000001e-07,7.078499999999999e-07,11.43956800390784,6.45209357770824,12.434906106990674,10,0.9785,True
v3.0.0,json_bind,7.934000000000001e-07,9.781e-07,23.327793467979596,21.578557312252954,28.679442054490934,10,0.9785,True
v3.0.0,json_response_1024,1.2015e-06,1.2445e-06,3.591305532842748,1.4693877551020362,7.8583765112262505,10,0.9785,True
v3.0.0,json_bind_1024,1.688e-06,1.8245e-06,9.915419849546492,4.789719626168232,10.820451843043987,10,0.9785,True
v3.0.0,json_response_16384,8.2045e-06,8.077e-06,-2.4029717770799763,-3.2072368421052655,0.5270899730326128,10,0.9785,False
v3.0.0,json_bind_16384,1.23695e-05,1.22605e-05,-1.3323087804919975,-4.409129859001326,0.8405501782985159,10,0.9785,False
v3.0.0,static_routes_100,5.0985e-07,6.2975e-07,25.431068767287424,19.739654167476182,32.226804123711325,10,0.9785,True
v3.0.0,static_routes_1000,3.2885e-06,3.5845e-06,8.427952265501037,6.115107913669071,14.031862745098046,10,0.9785,True
v3,fasthttp_floor,9.047999999999999e-08,1.1605000000000001e-07,27.98537670621495,24.200426439232416,29.498785603886056,10,0.9785,True
v3,static,1.8205000000000002e-07,2.6695e-07,47.30511698833473,43.14747264200103,50.27412280701755,10,0.9785,True
v3,parameter,2.0740000000000002e-07,2.9539999999999996e-07,44.73788225504472,35.160241523455625,48.316326530612244,10,0.9785,True
v3,wildcard,2.3030000000000002e-07,3.567e-07,52.64049734213483,43.393213572854286,56.72231985940246,10,0.9785,True
v3,query_lookup,2.415e-07,3.3245e-07,38.21173373226463,36.420008267879275,40.45534150612959,10,0.9785,True
v3,header_lookup,2.5435e-07,3.546e-07,42.3685567935856,38.51246105919002,45.27498063516655,10,0.9785,True
v3,locals,2.129e-07,3.474e-07,65.29251380686074,58.228438228438215,68.88145315487573,10,0.9785,True
v3,query_bind,1.3625e-06,8.5275e-07,-37.24030290196381,-39.12831241283124,-31.058045554739167,10,0.9785,True
v3,middleware_chain,1.9605e-07,2.8660000000000004e-07,45.17760477705228,15.906562847608473,47.507477567298096,10,0.9785,True
v3,cors_simple,4.1065e-07,5.8345e-07,40.77570126911887,37.60975609756099,48.72506942691239,10,0.9785,True
v3,cors_preflight,9.025e-07,1.0185e-06,13.429653120392038,7.230736024174411,18.702630405706632,10,0.9785,True
v3,recover_no_panic,1.9960000000000001e-07,2.7994999999999996e-07,39.790185337801454,33.30024813895782,42.369477911646605,10,0.9785,True
v3,not_found_default,6.213499999999999e-07,3.5035e-07,-42.643040610023355,-44.79019330504479,-41.170855870187715,10,0.9785,True
v3,not_found_custom,4.288e-07,2.8329999999999995e-07,-34.445634431928916,-36.84944237918215,-32.02287348105789,10,0.9785,True
v3,json_response,6.326500000000001e-07,6.722e-07,6.6039838403071816,3.41592141914675,7.96230094247643,10,0.9785,True
v3,json_bind,7.934000000000001e-07,9.060999999999999e-07,15.360604422712143,11.771245059288526,17.877739331026522,10,0.9785,True
v3,json_response_1024,1.2015e-06,1.2065e-06,1.6059945530015218,0.6849315068493178,3.799654576856648,10,0.9785,True
v3,json_bind_1024,1.688e-06,1.8645e-06,12.224011355871344,4.164289788933262,22.004744958481616,10,0.9785,True
v3,json_response_16384,8.2045e-06,8.0395e-06,-1.603936667226713,-2.39661654135338,-1.0273114507642234,10,0.9785,True
v3,json_bind_16384,1.23695e-05,1.32435e-05,8.872087800117413,-1.8829113924050622,28.825852204045454,10,0.9785,False
v3,static_routes_100,5.0985e-07,5.952e-07,18.93796029337107,16.02438065277232,21.711340206185547,10,0.9785,True
v3,static_routes_1000,3.2885e-06,3.448e-06,4.107264029946456,3.60569933120094,9.424724602203183,10,0.9785,True
main,fasthttp_floor,9.047999999999999e-08,1.0795e-07,18.693667608406052,17.66723842195541,21.060251698407395,10,0.9785,True
main,static,1.8205000000000002e-07,2.0025e-07,10.480380052017901,3.860793909733551,17.575083426028915,10,0.9785,True
main,parameter,2.0740000000000002e-07,2.4510000000000004e-07,19.960961329583824,12.679981421272624,21.764705882352953,10,0.9785,True
main,wildcard,2.3030000000000002e-07,2.95e-07,24.700421048922717,19.639718804920925,29.38615585546365,10,0.9785,True
main,query_lookup,2.415e-07,2.8564999999999997e-07,20.74987879306409,17.460317460317466,22.812111157196192,10,0.9785,True
main,header_lookup,2.5435e-07,2.9225e-07,17.20295934441318,13.658146964856233,19.012345679012334,10,0.9785,True
main,locals,2.129e-07,2.979e-07,40.16823935731193,34.06544150605111,44.35146443514644,10,0.9785,True
main,query_bind,1.3625e-06,8.067999999999999e-07,-41.154900869714915,-42.09336250911744,-37.20804331013148,10,0.9785,True
main,middleware_chain,1.9605e-07,2.255e-07,12.214588158395735,-14.60882461994808,16.615067079463365,10,0.9785,False
main,cors_simple,4.1065e-07,5.385e-07,29.725872117488628,26.093892433910646,34.807034684904735,10,0.9785,True
main,cors_preflight,9.025e-07,1.0215e-06,10.65450334208271,8.597134288570496,15.358894337940242,10,0.9785,True
main,recover_no_panic,1.9960000000000001e-07,2.298e-07,14.785583686635206,6.898263027295282,17.668393782383408,10,0.9785,True
main,not_found_default,6.213499999999999e-07,2.8245e-07,-54.31254026663335,-55.15938218862965,-53.95273023634881,10,0.9785,True
main,not_found_custom,4.288e-07,2.246e-07,-47.376180932049536,-49.51717942959802,-46.38472032742156,10,0.9785,True
main,json_response,6.326500000000001e-07,6.937e-07,10.55042747325814,7.810578105781074,12.388212872012904,10,0.9785,True
main,json_bind,7.934000000000001e-07,8.967999999999999e-07,14.679445287001759,11.907428144830146,17.50299480899773,10,0.9785,True
main,json_response_1024,1.2015e-06,1.2615e-06,5.452539565048831,4.490500863557867,12.928082191780831,10,0.9785,True
main,json_bind_1024,1.688e-06,1.823e-06,7.864573493949134,5.269607843137258,14.180478821362797,10,0.9785,True
main,json_response_16384,8.2045e-06,8.499e-06,2.6123156079982834,1.2528188423953868,7.662789303273776,10,0.9785,True
main,json_bind_16384,1.23695e-05,1.26485e-05,1.5748666960792912,-0.3258087037467994,11.369007427413912,10,0.9785,False
main,static_routes_100,5.0985e-07,5.279e-07,3.480451245426641,2.4480279774625746,7.901184156798702,10,0.9785,True
main,static_routes_1000,3.2885e-06,3.4635e-06,4.296921590610903,0.34893864495493254,10.353302611367132,10,0.9785,True
