target,name,base,value,delta,lo,hi,rounds,confidence,significant
v3.0.0,fasthttp_floor,1.1865000000000001e-07,1.6405000000000002e-07,39.98875239512787,29.163346613545805,56.385751520417024,10,0.9785,True
v3.0.0,static,2.6195e-07,3.535e-07,29.96048948102652,25.58659217877095,42.46742671009771,10,0.9785,True
v3.0.0,parameter,2.9095000000000005e-07,3.8110000000000004e-07,30.68551417734211,22.06322795341098,40.27008310249307,10,0.9785,True
v3.0.0,wildcard,3.169e-07,4.0560000000000003e-07,25.415700639559024,22.77722277722276,34.17197452229299,10,0.9785,True
v3.0.0,query_lookup,3.1560000000000005e-07,4.103e-07,30.020992099643795,20.937403638606213,34.34091617326271,10,0.9785,True
v3.0.0,header_lookup,3.289e-07,4.505e-07,38.88027145028676,20.284697508896787,55.990294206854706,10,0.9785,True
v3.0.0,locals,2.958e-07,4.204e-07,40.468175119129725,34.73577919892292,46.623243057936236,10,0.9785,True
v3.0.0,query_bind,1.608e-06,1.861e-06,17.772490184001843,10.177453027139883,19.915848527349223,10,0.9785,True
v3.0.0,middleware_chain,2.875e-07,3.7289999999999996e-07,29.287641344838722,27.190332326283983,35.41666666666667,10,0.9785,True
v3.0.0,cors_simple,4.8935e-07,6.357e-07,27.99462272214901,23.40904440351954,37.9591836734694,10,0.9785,True
v3.0.0,cors_preflight,1.09e-06,1.3655e-06,24.620357910335457,15.843429636533092,28.51885924563018,10,0.9785,True
v3.0.0,recover_no_panic,2.925e-07,3.68e-07,25.05905177440053,15.558555518056005,36.47499149370537,10,0.9785,True
v3.0.0,not_found_default,6.64e-07,5.526e-07,-17.29660345215138,-25.148243880188538,-0.3486433227224639,10,0.9785,True
v3.0.0,not_found_custom,5.328e-07,4.147e-07,-21.67690635793369,-22.814897997379745,-18.370484242890083,10,0.9785,True
v3.0.0,json_response,6.452000000000001e-07,7.35e-07,10.196684646757026,7.510348905972797,22.302724838557264,10,0.9785,True
v3.0.0,json_bind,8.534000000000001e-07,1.027e-06,23.20340894218087,12.737601048721881,26.08695652173911,10,0.9785,True
v3.0.0,json_response_1024,1.3965e-06,1.4075e-06,5.594025687597304,-2.627939142461966,11.20751988430948,10,0.9785,False
v3.0.0,json_bind_1024,1.8755e-06,2.035e-06,11.411110679253156,5.51431601272534,15.76407506702413,10,0.9785,True
v3.0.0,json_response_16384,1.1542e-05,1.0966e-05,-4.822442976091623,-9.83292725374173,-1.1490339603370536,10,0.9785,True
v3.0.0,json_bind_16384,1.5623e-05,1.5408e-05,-1.0092769571481197,-15.49253731343283,0.4334605680274217,10,0.9785,False
v3.0.0,static_routes_100,5.719e-07,7.6675e-07,36.75588240183283,21.297429620563047,40.163487738419626,10,0.9785,True
v3.0.0,static_routes_1000,3.0945e-06,3.0885e-06,2.5346997736113153,-4.214798626287852,8.177117000646405,10,0.9785,False
v3,fasthttp_floor,1.1865000000000001e-07,1.5225e-07,29.481626739731315,15.537848605577697,58.47089487402259,10,0.9785,True
v3,static,2.6195e-07,3.053e-07,15.386676728821435,13.383177570093462,27.204724409448833,10,0.9785,True
v3,parameter,2.9095000000000005e-07,3.2880000000000003e-07,12.537993157211247,7.6284711139482875,15.407653910149754,10,0.9785,True
v3,wildcard,3.169e-07,3.5065e-07,9.434826201187363,5.711695376246606,12.349299446073658,10,0.9785,True
